News,True_Sentiment,Predicted_Sentiment,Confidence
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,positive,positive,0.9479840993881226
Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,positive,positive,0.8686217665672302
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive,positive,0.9509669542312622
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",positive,positive,0.9482743144035339
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive,positive,0.9417270421981812
"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year .",positive,positive,0.4988996088504791
"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .",positive,positive,0.9409335255622864
"In Middle East & North Africa , Tecnotree has grown considerably in the recent years .",positive,positive,0.9106463193893433
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive,positive,0.9429172873497009
"In the end of 2006 , the number of outlets will rise to 60-70 .",positive,positive,0.8272424340248108
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year .",positive,positive,0.9403046369552612
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,positive,positive,0.9445655345916748
It also said its third quarter diluted EPS came in at 0.34 eur compared with 0.16 eur in the same quarter a year ago .,positive,positive,0.6948264837265015
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,positive,positive,0.9502317905426025
It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive,positive,0.7861512899398804
It will also strengthen Ruukki 's offshore business .,positive,positive,0.9318979382514954
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive,positive,0.7915520071983337
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",positive,positive,0.9123321175575256
M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,positive,positive,0.9555349349975586
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .",positive,positive,0.8866353034973145
"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .",positive,positive,0.6251323819160461
Net profit was 35.5 mln compared with 29.8 mln .,positive,positive,0.5254608392715454
Net sales in 2007 are expected to be 10 % up on 2006 .,positive,positive,0.9567500948905945
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",positive,negative,0.9715364575386047
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",positive,positive,0.8745725750923157
"Pre-tax loss totaled EUR 0.3 mn , compared to a loss of EUR 2.2 mn in the first quarter of 2005 .",positive,negative,0.5936278104782104
"Pretax profit totalled EUR 2.0 mn , compared to a loss of EUR 159.2 mn in the fourth quarter of 2008 .",positive,positive,0.8849399089813232
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .",positive,neutral,0.7646739482879639
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive,positive,0.9134544134140015
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",positive,positive,0.9504228830337524
"Sales are expected to increase in the end of the year 2006 , however .",positive,positive,0.9532482028007507
Satama 's net sales would be higher than the year before .,positive,positive,0.9529557228088379
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive,positive,0.9574609994888306
The actions are expected to deliver annual cost savings of some EUR15-20m .,positive,positive,0.9496346116065979
The company is well positioned in Brazil and Uruguay .,positive,positive,0.726449191570282
The company reports a loss for the period of EUR 0.4 mn compared to a loss of EUR 1.9 mn in the corresponding period in 2005 .,positive,negative,0.9565979242324829
The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 .,positive,positive,0.9089799523353577
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",positive,positive,0.9499357342720032
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably .,positive,positive,0.9523037075996399
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive,positive,0.9297787547111511
This will bring cost savings of about EUR 3mn a year .,positive,positive,0.9331372380256653
"Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year .",positive,positive,0.94120192527771
"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .",positive,positive,0.9433388710021973
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,positive,0.9398723840713501
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,positive,0.9397504329681396
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,positive,0.9393892884254456
"Cargotec Corporation , Press Release , August 26 , 2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .",positive,positive,0.9438158869743347
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,positive,0.9020430445671082
"Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday it returned to a net profit of EUR 2.7 million USD 3.8 m for the first nine months of 2010 versus a net loss of EUR 579,000 for the same period of 2009 .",positive,positive,0.9319615364074707
